02.11.2022,07:01:31,36.8,28.8,61.9,29.8
02.11.2022,07:05:53,37.9,28.9,59.7,30.1
02.11.2022,07:05:53,38.6,28.9,61.5,30.6
02.11.2022,07:05:53,39.8,29.3,60.6,31.0
02.11.2022,07:05:53,41.3,29.6,61.5,31.4
02.11.2022,07:05:53,40.9,29.9,61.7,32.0
02.11.2022,07:14:38,40.9,30.4,60.7,32.6
02.11.2022,07:14:38,42.1,30.2,62.4,33.4
02.11.2022,07:14:38,42.6,30.7,62.9,34.0
02.11.2022,07:14:38,43.3,31.0,63.1,34.4
02.11.2022,07:14:38,45.6,31.6,62.2,34.8
02.11.2022,07:14:38,44.1,31.4,62.4,35.4
02.11.2022,07:19:00,45.2,32.2,62.3,36.2
02.11.2022,07:19:00,46.3,32.3,62.1,36.9
02.11.2022,07:19:00,45.3,32.9,60.7,37.7
02.11.2022,07:19:00,47.6,33.7,61.9,38.3
02.11.2022,07:19:00,47.3,33.4,63.2,38.9
02.11.2022,07:19:00,48.4,34.1,63.5,39.4
02.11.2022,07:23:22,46.6,33.7,64.3,39.6
02.11.2022,07:23:22,48.1,34.1,65.1,40.5
02.11.2022,07:23:22,48.6,34.7,65.8,41.4
02.11.2022,07:23:22,47.7,35.2,66.1,41.8
02.11.2022,07:23:22,48.4,35.5,65.7,42.2
02.11.2022,07:32:06,48.8,35.8,66.4,43.1
02.11.2022,07:32:06,48.9,36.4,66.8,43.8
02.11.2022,07:32:06,49.9,37.0,67.3,44.5
02.11.2022,07:32:06,50.2,37.4,68.0,44.9
02.11.2022,07:32:06,50.9,37.5,67.8,45.8
02.11.2022,07:32:06,52.8,38.5,68.3,45.7
02.11.2022,07:36:28,53.8,38.8,68.6,46.7
02.11.2022,07:36:28,53.3,39.3,67.8,48.1
02.11.2022,07:36:28,56.6,39.7,69.9,47.5
02.11.2022,07:36:28,57.8,40.7,70.1,47.9
02.11.2022,07:36:28,59.0,41.5,70.7,48.3
02.11.2022,07:36:28,61.5,44.2,70.6,48.8
02.11.2022,07:40:51,61.8,43.9,71.9,50.1
02.11.2022,07:40:51,61.9,45.7,71.3,51.1
02.11.2022,07:40:51,63.9,45.7,72.9,51.9
02.11.2022,07:40:51,64.3,47.8,72.3,52.2
02.11.2022,07:40:51,65.6,49.7,72.3,53.4
02.11.2022,07:45:13,64.7,49.1,72.2,55.1
02.11.2022,07:45:13,64.5,49.1,72.9,55.9
02.11.2022,07:45:13,64.2,49.9,72.1,57.2
02.11.2022,07:45:13,62.6,48.5,72.6,57.4
02.11.2022,07:45:13,62.7,49.3,72.6,58.3
02.11.2022,07:45:13,64.0,51.5,72.7,59.7
02.11.2022,07:53:57,64.4,52.4,72.8,59.8
02.11.2022,07:53:57,65.2,53.7,73.1,60.1
02.11.2022,07:53:57,67.0,54.7,73.4,60.1
02.11.2022,07:53:57,65.1,53.2,73.9,61.0
02.11.2022,07:53:57,66.9,55.4,74.1,62.2
02.11.2022,07:58:19,64.6,53.9,74.5,62.4
02.11.2022,07:58:19,65.4,55.2,74.6,62.8
02.11.2022,07:58:19,65.9,56.2,74.4,63.4
02.11.2022,07:58:19,67.1,58.2, -OL,63.6
02.11.2022,07:58:19,65.6,57.1, -OL,63.9
02.11.2022,07:58:19,67.4,59.1, -OL,64.6
02.11.2022,08:02:41,68.4,59.7, -OL,64.8
02.11.2022,08:02:41,68.2,59.8, -OL,65.5
02.11.2022,08:02:41,67.3,59.2, -OL,66.0
02.11.2022,08:02:41,68.3,60.6, -OL,65.9
02.11.2022,08:02:41,67.7,60.5, -OL,66.4
02.11.2022,08:02:41,67.5,60.8, -OL,66.6
02.11.2022,08:11:26,67.9,61.2, -OL,66.7
02.11.2022,08:11:26,67.3,60.7, -OL,66.7
02.11.2022,08:11:26,67.6,61.2, -OL,66.7
02.11.2022,08:11:26,67.0,61.2, -OL,67.0
02.11.2022,08:11:26,67.1,62.4, -OL,67.1
02.11.2022,08:15:48,66.9,62.4, -OL,67.2
02.11.2022,08:15:48,66.9,62.9, -OL,67.5
02.11.2022,08:15:48,66.7,63.6, -OL,67.6
02.11.2022,08:15:48,67.3,63.7,81.7,68.1
02.11.2022,08:15:48,67.6,63.7,81.6,68.1
